"MasVnrArea","YearBuilt","SalePrice","MSZoning","MSZoningC..all.","MSZoningFV","MSZoningRH","MSZoningRL","MSZoningRM"
196,0.949275362318841,12.247694320221,"RL",0,0,0,1,0
0,0.753623188405797,12.109010932687,"RL",0,0,0,1,0
162,0.934782608695652,12.3171666930358,"RL",0,0,0,1,0
0,0.311594202898551,11.8493977015914,"RL",0,0,0,1,0
350,0.927536231884058,12.4292161968444,"RL",0,0,0,1,0
0,0.876811594202899,11.870599909242,"RL",0,0,0,1,0
186,0.956521739130435,12.6346030265693,"RL",0,0,0,1,0
240,0.731884057971015,12.2060726455302,"RL",0,0,0,1,0
0,0.427536231884058,11.7745202026587,"RM",0,0,0,0,1
0,0.485507246376812,11.6784399034478,"RL",0,0,0,1,0
0,0.673913043478261,11.7714361601217,"RL",0,0,0,1,0
286,0.963768115942029,12.7512996960135,"RL",0,0,0,1,0
0,0.652173913043478,11.8775685785581,"RL",0,0,0,1,0
306,0.971014492753623,12.5407575715773,"RL",0,0,0,1,0
212,0.63768115942029,11.9640010843304,"RL",0,0,0,1,0
0,0.41304347826087,11.7905572015685,"RM",0,0,0,0,1
180,0.710144927536232,11.9117015849276,"RL",0,0,0,1,0
0,0.688405797101449,11.4075649493124,"RL",0,0,0,1,0
0,0.956521739130435,11.9766594812024,"RL",0,0,0,1,0
0,0.623188405797101,11.8422292121128,"RL",0,0,0,1,0
380,0.963768115942029,12.6925031124614,"RL",0,0,0,1,0
0,0.420289855072464,11.8451027773086,"RM",0,0,0,0,1
281,0.942028985507246,12.3458345879053,"RL",0,0,0,1,0
0,0.753623188405797,11.7745202026587,"RM",0,0,0,0,1
0,0.695652173913043,11.9447078813958,"RL",0,0,0,1,0
640,0.978260869565217,12.4541039123522,"RL",0,0,0,1,0
0,0.572463768115942,11.8115474774603,"RL",0,0,0,1,0
200,0.978260869565217,12.6313403809345,"RL",0,0,0,1,0
0,0.615942028985507,12.2428866186529,"RL",0,0,0,1,0
0,0.398550724637681,11.1345890242503,"RM",0,0,0,0,1
0,0.681159420289855,11.9140478236443,"RL",0,0,0,1,0
0,0.978260869565217,12.1001564199386,"RL",0,0,0,1,0
0,0.630434782608696,12.0167264737993,"RL",0,0,0,1,0
246,0.963768115942029,12.5335762121686,"RL",0,0,0,1,0
132,0.956521739130435,12.6410965558799,"RL",0,0,0,1,0
0,0.884057971014493,11.8844890214027,"RL",0,0,0,1,0
650,0.594202898550725,11.9381932003746,"RL",0,0,0,1,0
0,0.58695652173913,11.5991031612113,"RL",0,0,0,1,0
0,0.601449275362319,11.3144745262464,"RL",0,0,0,1,0
101,0.673913043478261,11.982929094216,"RL",0,0,0,1,0
0,0.630434782608696,12.0435537160324,"RL",0,0,0,1,0
0,0.804347826086957,11.8775685785581,"RL",0,0,0,1,0
0,0.746376811594203,11.7772109596156,"RL",0,0,0,1,0
0,0.630434782608696,11.8565151693603,"RL",0,0,0,1,0
412,0.963768115942029,12.6757637259376,"RL",0,0,0,1,0
0,0.949275362318841,12.3870850123755,"RL",0,0,0,1,0
0,0.971014492753623,12.4280154762679,"FV",0,1,0,0,0
0,0.347826086956522,11.6351430976945,"RM",0,0,0,0,1
0,0.681159420289855,11.7519423654407,"RL",0,0,0,1,0
0,0.905797101449275,12.083905011556,"RL",0,0,0,1,0
0,0.449275362318841,11.6483301019764,"RM",0,0,0,0,1
0,0.659420289855073,11.6082356447746,"RM",0,0,0,0,1
0,0.789855072463768,12.8609986132699,"RL",0,0,0,1,0
0,0.601449275362319,11.7752897294377,"RL",0,0,0,1,0
272,0.666666666666667,12.1034860567551,"RL",0,0,0,1,0
456,0.920289855072464,12.0581525154536,"FV",0,1,0,0,0
0,0.956521739130435,12.1884177102915,"RL",0,0,0,1,0
1031,0.971014492753623,12.9917534274931,"RL",0,0,0,1,0
0,0.72463768115942,11.7352686961137,"RL",0,0,0,1,0
0,0.956521739130435,11.9703503120091,"RL",0,0,0,1,0
0,0.347826086956522,11.5228757958234,"RM",0,0,0,0,1
178,0.971014492753623,12.2184951655287,"RL",0,0,0,1,0
0,0.355072463768116,11.8493977015914,"RM",0,0,0,0,1
573,0.905797101449275,12.2991075114974,"RL",0,0,0,1,0
344,0.956521739130435,12.6666570528594,"RL",0,0,0,1,0
287,0.710144927536232,12.1007121298723,"RL",0,0,0,1,0
167,0.949275362318841,12.3282902782544,"RL",0,0,0,1,0
0,0.528985507246377,11.289781913656,"RM",0,0,0,0,1
0,0.58695652173913,12.3238556811866,"RL",0,0,0,1,0
1115,0.731884057971015,12.4049235042753,"RL",0,0,0,1,0
0,0.797101449275362,11.7714361601217,"RL",0,0,0,1,0
40,0.91304347826087,12.1281111040605,"RL",0,0,0,1,0
104,0.594202898550725,11.8837991283088,"RL",0,0,0,1,0
0,0.311594202898551,11.5843154610569,"RM",0,0,0,0,1
0,0.731884057971015,11.418614785499,"RM",0,0,0,0,1
0,0.608695652173913,11.8185702377962,"RL",0,0,0,1,0
0,0.550724637681159,11.7519423654407,"RM",0,0,0,0,1
0,0.695652173913043,11.8240798936072,"RL",0,0,0,1,0
0,0.27536231884058,11.6082356447746,"RM",0,0,0,0,1
576,0.695652173913043,12.173032791452,"RL",0,0,0,1,0
443,0.91304347826087,11.9414558460094,"RM",0,0,0,0,1
468,0.978260869565217,12.4090134895269,"RL",0,0,0,1,0
66,0.63768115942029,11.7479975871497,"RL",0,0,0,1,0
22,0.891304347826087,12.0346910287746,"RL",0,0,0,1,0
284,0.86231884057971,12.4684369099977,"RL",0,0,0,1,0
0,0.963768115942029,12.0668105781967,"RL",0,0,0,1,0
76,0.992753623188406,12.0106658491876,"FV",0,1,0,0,0
0,0.311594202898551,11.3504065354725,"C (all)",1,0,0,0,0
0,0.884057971014493,11.7248058240057,"RL",0,0,0,1,0
0,0.565217391304348,11.6073261403917,"RL",0,0,0,1,0
203,0.644927536231884,11.4988265405907,"RL",0,0,0,1,0
0,0.355072463768116,12.0045682693194,"RL",0,0,0,1,0
0,0.27536231884058,11.8048485316793,"C (all)",1,0,0,0,0
0,0.905797101449275,12.2295450017153,"RL",0,0,0,1,0
68,0.876811594202899,12.1281111040605,"RL",0,0,0,1,0
183,0.920289855072464,12.273731294004,"RL",0,0,0,1,0
48,0.673913043478261,11.4589971229447,"RL",0,0,0,1,0
0,0.347826086956522,11.3265958867787,"RL",0,0,0,1,0
0,0.630434782608696,11.7671800113095,"RL",0,0,0,1,0
28,0.760869565217391,12.2307652581205,"RL",0,0,0,1,0
336,0.818840579710145,12.0895388292742,"RL",0,0,0,1,0
0,0.77536231884058,11.6865762053166,"RL",0,0,0,1,0
0,0.992753623188406,12.2005574648421,"RL",0,0,0,1,0
600,0.427536231884058,12.0406082058026,"RM",0,0,0,0,1
768,0.949275362318841,12.4292161968444,"FV",0,1,0,0,0
0,0.0942028985507246,11.5129254649702,"RM",0,0,0,0,1
0,0.550724637681159,11.6526874073454,"RM",0,0,0,0,1
0,0.340579710144928,11.6526874073454,"RM",0,0,0,0,1
480,0.760869565217391,12.1547793511426,"RL",0,0,0,1,0
0,0.594202898550725,11.8270060112765,"RL",0,0,0,1,0
0,0.927536231884058,12.1007121298723,"RL",0,0,0,1,0
220,0.978260869565217,12.8583197035179,"RL",0,0,0,1,0
184,0.58695652173913,12.2876526325226,"RL",0,0,0,1,0
0,0.528985507246377,12.4665119815881,"RL",0,0,0,1,0
1129,0.920289855072464,12.0782392740203,"FV",0,1,0,0,0
116,0.652173913043478,11.8422292121128,"RL",0,0,0,1,0
0,0.971014492753623,11.9511803959014,"RL",0,0,0,1,0
0,0.855072463768116,12.6760762747759,"RL",0,0,0,1,0
0,0.963768115942029,12.0075607293375,"RL",0,0,0,1,0
0,0.702898550724638,12.1007121298723,"RL",0,0,0,1,0
0,0.485507246376812,11.5129254649702,"RM",0,0,0,0,1
135,0.623188405797101,11.8204101647182,"RL",0,0,0,1,0
0,0.876811594202899,11.944058319827,"RL",0,0,0,1,0
0,0.77536231884058,12.106252310248,"RL",0,0,0,1,0
0,0.456521739130435,11.3445068133453,"RM",0,0,0,0,1
0,0.753623188405797,11.7597855429018,"RL",0,0,0,1,0
0,0.420289855072464,11.3736633976367,"RM",0,0,0,0,1
266,0.681159420289855,11.9511803959014,"RL",0,0,0,1,0
85,0.623188405797101,11.9183905730784,"RL",0,0,0,1,0
309,0.681159420289855,12.3282902782544,"RL",0,0,0,1,0
40,0.927536231884058,12.4049235042753,"RL",0,0,0,1,0
0,0.630434782608696,11.9233781145894,"RL",0,0,0,1,0
136,0.934782608695652,12.3013828253345,"RL",0,0,0,1,0
0,0.695652173913043,12.1007121298723,"RL",0,0,0,1,0
288,0.710144927536232,12.0668105781967,"RL",0,0,0,1,0
196,0.688405797101449,11.870599909242,"RL",0,0,0,1,0
70,0.840579710144927,12.0494188354848,"RL",0,0,0,1,0
320,0.920289855072464,12.3458345879053,"RL",0,0,0,1,0
0,0.905797101449275,12.3523351525084,"RL",0,0,0,1,0
0,0.717391304347826,11.6526874073454,"RL",0,0,0,1,0
0,0.963768115942029,12.4684369099977,"RL",0,0,0,1,0
0,0.579710144927536,12.0197430673387,"RL",0,0,0,1,0
183,0.920289855072464,12.2258752728264,"RL",0,0,0,1,0
336,0.659420289855073,11.7360690162844,"RM",0,0,0,0,1
50,0.956521739130435,11.7752897294377,"RM",0,0,0,0,1
0,0.427536231884058,11.5617156291397,"RM",0,0,0,0,1
180,0.934782608695652,12.3126823805884,"RL",0,0,0,1,0
120,0.956521739130435,11.8565151693603,"RL",0,0,0,1,0
0,0.463768115942029,11.6526874073454,"RM",0,0,0,0,1
0,0.746376811594203,11.7117763237154,"RL",0,0,0,1,0
436,0.978260869565217,12.8277291949399,"RL",0,0,0,1,0
252,0.717391304347826,12.1547793511426,"RL",0,0,0,1,0
0,0.63768115942029,12.3673407931263,"RL",0,0,0,1,0
0,0.369565217391304,11.7360690162844,"RM",0,0,0,0,1
0,0.376811594202899,11.2772031314492,"RL",0,0,0,1,0
0,0.565217391304348,11.6036798282387,"RL",0,0,0,1,0
84,0.992753623188406,12.5043236693312,"RL",0,0,0,1,0
0,0.956521739130435,12.4486265903642,"FV",0,1,0,0,0
456,0.963768115942029,12.6760762747759,"RL",0,0,0,1,0
0,0.811594202898551,11.9984332807519,"RL",0,0,0,1,0
664,0.949275362318841,12.9299914847569,"RL",0,0,0,1,0
226,0.963768115942029,12.3013828253345,"RL",0,0,0,1,0
0,0.608695652173913,11.5444241320296,"RL",0,0,0,1,0
0,0.391304347826087,11.9316357998284,"RM",0,0,0,0,1
0,0.492753623188406,11.7558716435806,"RL",0,0,0,1,0
0,0.601449275362319,12.1547793511426,"RL",0,0,0,1,0
300,0.978260869565217,12.6934986204678,"RL",0,0,0,1,0
0,0.956521739130435,12.1199699464768,"RL",0,0,0,1,0
653,0.789855072463768,12.3371009079366,"RL",0,0,0,1,0
0,0.5,11.7636841833174,"RM",0,0,0,0,1
112,0.63768115942029,12.2783933071098,"RL",0,0,0,1,0
0,0.833333333333333,12.3842188309136,"RL",0,0,0,1,0
491,0.644927536231884,12.0015054797889,"RL",0,0,0,1,0
132,0.826086956521739,12.1226910365911,"RL",0,0,0,1,0
0,0.565217391304348,12.4008167223227,"RL",0,0,0,1,0
268,0.840579710144927,12.2596134124582,"RL",0,0,0,1,0
0,0.623188405797101,12.0581525154536,"RL",0,0,0,1,0
0,0.369565217391304,11.5129254649702,"RM",0,0,0,0,1
456,0.927536231884058,12.083905011556,"FV",0,1,0,0,0
0,0.347826086956522,12.2065725205718,"RL",0,0,0,1,0
98,0.615942028985507,11.6952470217642,"RL",0,0,0,1,0
0,0.949275362318841,12.2060726455302,"RM",0,0,0,0,1
0,0.260869565217391,11.7519423654407,"RL",0,0,0,1,0
0,0.855072463768116,12.0610468734799,"RL",0,0,0,1,0
0,0.318840579710145,11.8130300574206,"RL",0,0,0,1,0
275,0.77536231884058,11.9403933925547,"RL",0,0,0,1,0
0,0.934782608695652,12.563747089802,"RL",0,0,0,1,0
0,0.434782608695652,12.6603279178078,"RL",0,0,0,1,0
138,0.72463768115942,12.1226910365911,"RL",0,0,0,1,0
0,0.920289855072464,12.1652506510099,"RL",0,0,0,1,0
50,0.956521739130435,11.7752897294377,"RM",0,0,0,0,1
0,0.72463768115942,11.7519423654407,"RL",0,0,0,1,0
0,0.753623188405797,11.9083402372249,"RL",0,0,0,1,0
205,0.978260869565217,12.6503481262032,"RL",0,0,0,1,0
0,0.333333333333333,12.3673407931263,"RL",0,0,0,1,0
0,0.289855072463768,11.5521461781235,"RM",0,0,0,0,1
262,0.956521739130435,12.5241626741533,"RL",0,0,0,1,0
0,0.949275362318841,11.8493977015914,"RM",0,0,0,0,1
0,0.760869565217391,12.0523385455881,"RL",0,0,0,1,0
0,0.376811594202899,11.6262541502772,"RL",0,0,0,1,0
205,0.956521739130435,11.9117015849276,"RM",0,0,0,0,1
0,0.543478260869565,11.6082356447746,"RM",0,0,0,0,1
0,0.855072463768116,12.1034860567551,"RL",0,0,0,1,0
0,0.652173913043478,11.8768738928755,"RL",0,0,0,1,0
0,0.63768115942029,11.8565151693603,"RL",0,0,0,1,0
128,0.840579710144927,12.5317727851695,"RL",0,0,0,1,0
260,0.666666666666667,11.8844890214027,"RL",0,0,0,1,0
0,0.384057971014493,11.4927227576527,"RL",0,0,0,1,0
0,0.992753623188406,12.1335019526953,"RL",0,0,0,1,0
0,0.992753623188406,12.4398712298317,"FV",0,1,0,0,0
0,0.891304347826087,11.9576112862317,"RL",0,0,0,1,0
153,0.760869565217391,11.9938072123631,"RL",0,0,0,1,0
64,0.615942028985507,11.808947661697,"RL",0,0,0,1,0
266,0.956521739130435,12.2548628096996,"RL",0,0,0,1,0
0,0.384057971014493,11.580584113444,"RM",0,0,0,0,1
312,0.485507246376812,12.6491546172096,"RL",0,0,0,1,0
16,0.963768115942029,12.0271851854705,"RL",0,0,0,1,0
0,0.971014492753623,12.230277334227,"RL",0,0,0,1,0
0,0.942028985507246,12.2060726455302,"RL",0,0,0,1,0
0,0.746376811594203,12.1001564199386,"RL",0,0,0,1,0
0,0.717391304347826,11.4824662574855,"RL",0,0,0,1,0
922,0.949275362318841,12.8642401071941,"RL",0,0,0,1,0
142,0.717391304347826,11.6262541502772,"RM",0,0,0,0,1
290,0.891304347826087,12.5776362019627,"RL",0,0,0,1,0
127,0.710144927536232,11.5711943730942,"RM",0,0,0,0,1
0,0.688405797101449,11.7360690162844,"RL",0,0,0,1,0
16,0.963768115942029,12.16785143271,"RL",0,0,0,1,0
220,0.630434782608696,11.9049675527463,"RL",0,0,0,1,0
506,0.891304347826087,12.9066918409288,"RL",0,0,0,1,0
297,0.72463768115942,11.4563551134818,"RM",0,0,0,0,1
0,0.753623188405797,11.7613468234687,"RL",0,0,0,1,0
604,0.717391304347826,11.4019939042629,"RM",0,0,0,0,1
98,0.956521739130435,12.1308101610296,"RL",0,0,0,1,0
0,0.876811594202899,12.1781874420406,"RL",0,0,0,1,0
254,0.978260869565217,12.6698066617623,"RL",0,0,0,1,0
0,0.528985507246377,11.6351430976945,"RL",0,0,0,1,0
36,0.985507246376812,12.4780063610138,"FV",0,1,0,0,0
0,0.528985507246377,11.6127707999399,"RM",0,0,0,0,1
0,0.202898550724638,11.2772031314492,"RM",0,0,0,0,1
0,0.782608695652174,11.6952470217642,"RL",0,0,0,1,0
0,0.884057971014493,12.2307652581205,"RL",0,0,0,1,0
102,0.840579710144927,12.3946247520748,"RL",0,0,0,1,0
0,0.27536231884058,11.8277362048103,"RM",0,0,0,0,1
0,0.594202898550725,11.8493977015914,"RL",0,0,0,1,0
101,0.949275362318841,12.1007121298723,"RL",0,0,0,1,0
472,0.623188405797101,12.5317727851695,"RL",0,0,0,1,0
0,0.492753623188406,11.2450460198146,"RL",0,0,0,1,0
481,0.971014492753623,12.3673407931263,"RM",0,0,0,0,1
0,0.956521739130435,12.0610468734799,"RL",0,0,0,1,0
108,0.666666666666667,11.9703503120091,"RL",0,0,0,1,0
0,0.615942028985507,11.8844890214027,"RL",0,0,0,1,0
302,0.920289855072464,12.3458345879053,"RL",0,0,0,1,0
0,0.949275362318841,12.2428866186529,"FV",0,1,0,0,0
180,0.971014492753623,12.3013828253345,"RL",0,0,0,1,0
172,0.934782608695652,12.3523351525084,"RL",0,0,0,1,0
0,0.608695652173913,11.4824662574855,"RM",0,0,0,0,1
399,0.652173913043478,12.0782392740203,"RL",0,0,0,1,0
270,0.978260869565217,12.5281561446993,"RL",0,0,0,1,0
46,0.760869565217391,11.9250351157971,"RL",0,0,0,1,0
0,0.41304347826087,11.7752897294377,"RM",0,0,0,0,1
0,0.384057971014493,11.1982147201305,"RM",0,0,0,0,1
210,0.789855072463768,12.0753943218881,"RL",0,0,0,1,0
0,0.905797101449275,12.1281111040605,"RL",0,0,0,1,0
0,0.485507246376812,12.0979304869105,"RL",0,0,0,1,0
0,0.492753623188406,11.6994050319128,"RM",0,0,0,0,1
174,0.753623188405797,11.9049675527463,"RL",0,0,0,1,0
0,0.971014492753623,12.4912515877638,"FV",0,1,0,0,0
0,0.594202898550725,12.3946247520748,"RL",0,0,0,1,0
348,0.920289855072464,12.5776362019627,"RL",0,0,0,1,0
183,0.623188405797101,11.8422292121128,"RL",0,0,0,1,0
0,0.797101449275362,11.7320609948869,"RL",0,0,0,1,0
0,0.384057971014493,12.2307652581205,"RL",0,0,0,1,0
0,0.949275362318841,12.2110601870412,"RL",0,0,0,1,0
0,0.572463768115942,11.8565151693603,"RL",0,0,0,1,0
315,0.971014492753623,12.9367516138114,"RL",0,0,0,1,0
299,0.760869565217391,12.1652506510099,"RL",0,0,0,1,0
340,0.847826086956522,12.3392914893164,"RL",0,0,0,1,0
68,0.971014492753623,12.1281111040605,"FV",0,1,0,0,0
166,0.978260869565217,12.2428866186529,"RL",0,0,0,1,0
72,0.985507246376812,12.4073795022352,"RL",0,0,0,1,0
0,0.869565217391304,12.096257779523,"RL",0,0,0,1,0
0,0.971014492753623,12.0118809161657,"FV",0,1,0,0,0
0,0.652173913043478,11.9766594812024,"RL",0,0,0,1,0
0,0.717391304347826,11.3850920934603,"RL",0,0,0,1,0
31,0.688405797101449,11.7117763237154,"RL",0,0,0,1,0
0,0.311594202898551,11.9419443260321,"RL",0,0,0,1,0
0,0.971014492753623,12.3597803701244,"RL",0,0,0,1,0
0,0.289855072463768,11.8196746001392,"RL",0,0,0,1,0
0,0.557971014492754,11.7829526021833,"RL",0,0,0,1,0
34,0.760869565217391,12.3673407931263,"RL",0,0,0,1,0
238,0.58695652173913,12.0257490913989,"RL",0,0,0,1,0
0,0.811594202898551,11.8670972786908,"RL",0,0,0,1,0
0,0.565217391304348,11.9316357998284,"RM",0,0,0,0,1
1600,0.905797101449275,12.3842188309136,"FV",0,1,0,0,0
365,0.695652173913043,12.0725412529057,"RL",0,0,0,1,0
0,0.565217391304348,11.9735098722995,"RL",0,0,0,1,0
56,0.58695652173913,11.9640010843304,"RL",0,0,0,1,0
0,0.91304347826087,12.4950039373824,"RL",0,0,0,1,0
150,0.934782608695652,12.2307652581205,"RL",0,0,0,1,0
0,0.72463768115942,11.9177236840907,"RL",0,0,0,1,0
0,0.0579710144927536,12.594730635322,"RM",0,0,0,0,1
246,0.956521739130435,12.631013530139,"RL",0,0,0,1,0
246,0.855072463768116,12.3238556811866,"RL",0,0,0,1,0
0,0.347826086956522,11.4019939042629,"RM",0,0,0,0,1
0,0.492753623188406,11.3205535723228,"RL",0,0,0,1,0
0,0.949275362318841,12.7938593104323,"RL",0,0,0,1,0
112,0.876811594202899,12.0173305209333,"RL",0,0,0,1,0
0,0.550724637681159,11.7905572015685,"RL",0,0,0,1,0
0,0.485507246376812,11.6944133410156,"RM",0,0,0,0,1
0,0.673913043478261,12.8346813049525,"RL",0,0,0,1,0
0,0.384057971014493,12.0895388292742,"RM",0,0,0,0,1
0,0.956521739130435,12.1468532858702,"RL",0,0,0,1,0
278,0.782608695652174,12.4684369099977,"RL",0,0,0,1,0
0,0.971014492753623,12.5061772379805,"FV",0,1,0,0,0
256,0.876811594202899,12.4684369099977,"RL",0,0,0,1,0
225,0.782608695652174,12.1415341243926,"RL",0,0,0,1,0
370,0.971014492753623,12.7444443677961,"RL",0,0,0,1,0
388,0.956521739130435,12.7770521921159,"RL",0,0,0,1,0
172,0.826086956521739,12.614865543731,"RL",0,0,0,1,0
0,0.601449275362319,11.7454251112085,"RM",0,0,0,0,1
300,0.688405797101449,12.3966930051388,"RL",0,0,0,1,0
0,0.5,11.3736633976367,"RM",0,0,0,0,1
0,0.876811594202899,12.6884987947745,"RL",0,0,0,1,0
175,0.63768115942029,11.8862116747142,"RL",0,0,0,1,0
0,0.318840579710145,12.2760650173502,"RL",0,0,0,1,0
0,0.347826086956522,11.2644641056717,"RM",0,0,0,0,1
84,0.666666666666667,11.6868787720937,"RL",0,0,0,1,0
0,0.623188405797101,11.8422292121128,"RL",0,0,0,1,0
296,0.949275362318841,12.5567295171433,"RL",0,0,0,1,0
146,0.956521739130435,12.2404740722475,"RM",0,0,0,0,1
0,0.91304347826087,12.1652506510099,"RL",0,0,0,1,0
0,0.673913043478261,12.3412589180852,"RL",0,0,0,1,0
200,0.963768115942029,12.8411298019654,"RL",0,0,0,1,0
113,0.942028985507246,12.273731294004,"RL",0,0,0,1,0
0,0.811594202898551,12.2184951655287,"RL",0,0,0,1,0
176,0.623188405797101,11.9511803959014,"RL",0,0,0,1,0
0,0.942028985507246,12.2204685258139,"RL",0,0,0,1,0
0,0.565217391304348,11.3144745262464,"RH",0,0,1,0,0
340,0.557971014492754,11.3793940723457,"RL",0,0,0,1,0
616,0.963768115942029,12.4912515877638,"RL",0,0,0,1,0
0,0.753623188405797,11.3504065354725,"RM",0,0,0,0,1
0,0.485507246376812,11.8508252535826,"RL",0,0,0,1,0
0,0.63768115942029,11.9283409039316,"RL",0,0,0,1,0
30,0.63768115942029,11.9671807372478,"RL",0,0,0,1,0
106,0.949275362318841,11.9447078813958,"RL",0,0,0,1,0
870,0.963768115942029,12.9880408147445,"RL",0,0,0,1,0
362,0.978260869565217,12.6699984672658,"RL",0,0,0,1,0
0,0.826086956521739,12.1547793511426,"RL",0,0,0,1,0
0,0.5,11.4616321705827,"RL",0,0,0,1,0
0,0.405797101449275,11.5702505315895,"RM",0,0,0,0,1
0,0.492753623188406,11.8493977015914,"RL",0,0,0,1,0
0,0.891304347826087,12.0867258878976,"RL",0,0,0,1,0
106,0.869565217391304,12.0610468734799,"RL",0,0,0,1,0
